0;1
14;82
15;164
16;168
17;184
18;180
19;130
20;218
21;257
22;199
23;165
24;231
25;320
26;305
27;306
28;308
29;313
30;297
31;293
32;318
33;294
34;308
35;348
36;295
37;294
38;296
39;316
40;303
41;291
42;301
43;305
44;293
45;299
46;314
47;301
48;296
49;315
50;298
51;292
52;297
53;296
54;308
55;312
56;288
57;297
58;295
59;301
60;325
61;313
62;301
63;298
64;312
65;305
66;326
67;305
68;310
69;310
70;295
71;305
72;300
73;311
74;303
75;311
76;307
77;300
78;299
79;302
80;301
81;318
82;303
83;304
84;297
85;299
86;308
87;310
88;313
89;312
90;316
91;311
92;317
93;306
94;302
95;311
96;305
97;322
98;316
99;299
100;305
101;327
102;301
103;296
104;305
105;296
106;297
107;304
108;304
109;303
110;304
111;305
112;297
113;306
114;308
115;299
116;299
117;298
118;301
119;302
120;298
121;329
122;300
123;299
124;302
125;314
126;315
127;303
128;311
129;322
130;304
131;301
132;303
133;306
134;299
135;298
136;312
137;296
138;299
139;311
140;292
141;297
142;302
143;297
144;299
145;302
146;296
147;307
148;294
149;297
150;306
151;297
152;294
153;302
154;309
155;311
156;308
157;300
158;300
159;308
160;296
161;301
162;302
163;301
164;304
165;307
166;302
167;323
168;296
169;304
170;305
171;302
172;299
173;301
174;308
175;171
176;325
177;314
178;313
179;305
180;303
181;313
182;313
183;311
184;306
185;331
186;309
187;317
188;311
189;313
190;345
191;303
192;323
193;298
194;316
195;304
196;305
197;305
198;304
199;311
200;299
201;302
202;297
203;310
204;319
205;303
206;304
207;310
208;311
209;325
210;310
211;311
212;304
213;305
214;305
215;314
216;304
217;304
218;312
219;305
220;312
221;322
222;303
223;302
224;311
225;316
226;319
227;300
228;307
229;296
230;320
231;338
232;308
233;297
234;308
235;312
236;290
237;303
238;317
239;329
240;313
241;320
242;297
243;316
244;318
245;313
246;313
247;298
248;301
249;297
250;304
251;305
252;323
253;302
254;306
255;309
256;301
257;316
258;295
259;313
260;291
261;324
262;301
263;305
264;309
265;309
266;312
267;308
268;303
269;301
270;305
271;303
272;300
273;304
274;297
275;307
276;297
277;324
278;297
279;309
280;299
281;301
282;306
283;300
284;309
285;294
286;313
287;304
288;301
289;315
290;307
291;303
292;314
293;316
294;310
295;317
296;304
297;305
298;295
299;312
300;332
301;307
302;312
303;313
304;311
305;312
306;305
307;306
308;306
309;307
310;307
311;311
312;322
313;329
314;317
315;307
316;312
317;304
318;296
319;305
320;310
321;320
322;311
323;309
324;322
325;312
326;304
327;305
328;311
329;302
330;332
331;311
332;293
333;308
334;305
335;314
336;307
337;319
338;299
339;304
340;324
341;296
342;307
343;307
344;308
345;320
346;303
347;305
348;305
349;326
350;316
351;326
352;321
353;333
354;298
355;329
356;318
357;306
358;306
359;316
360;297
361;316
362;320
363;325
364;325
365;310
366;323
367;320
368;316
369;311
370;317
371;318
372;327
373;325
374;311
375;318
376;307
377;298
378;312
379;296
380;309
381;310
382;311
383;315
384;305
385;306
386;317
387;320
388;296
389;331
390;315
391;322
392;293
393;314
394;313
395;321
396;328
397;295
398;305
399;301
400;303
401;309
402;306
403;294
404;312
405;339
406;299
407;315
408;294
409;312
410;304
411;316
412;309
413;312
414;321
415;311
416;303
417;309
418;318
419;310
420;320
421;300
422;322
423;306
424;323
425;311
426;322
427;299
428;317
429;319
430;330
431;338
432;300
433;341
434;305
435;326
436;315
437;308
438;307
439;309
440;302
441;323
442;320
443;316
444;317
445;320
446;319
447;299
448;307
449;296
450;313
451;300
452;312
453;299
454;311
455;307
456;314
457;309
458;313
459;305
460;296
461;314
462;327
463;318
464;293
465;309
466;295
467;303
468;307
469;294
470;315
471;306
472;325
473;314
474;302
475;310
476;332
477;295
478;329
479;303
480;345
481;311
482;305
483;320
484;305
485;311
486;303
487;313
488;294
489;312
490;311
491;339
492;330
493;333
494;309
495;306
496;326
497;296
498;317
499;305
500;316
501;307
502;317
503;308
