0;1
13;18
14;164
15;162
16;182
17;196
18;133
19;172
20;250
21;236
22;166
23;259
24;214
25;302
26;293
27;324
28;313
29;298
30;297
31;294
32;314
33;306
34;325
35;318
36;299
37;292
38;300
39;313
40;284
41;313
42;301
43;297
44;302
45;295
46;316
47;300
48;312
49;298
50;297
51;292
52;297
53;306
54;312
55;291
56;293
57;296
58;298
59;310
60;320
61;306
62;304
63;310
64;299
65;318
66;317
67;305
68;319
69;294
70;298
71;308
72;301
73;316
74;305
75;305
76;304
77;297
78;301
79;302
80;323
81;305
82;305
83;299
84;298
85;307
86;301
87;325
88;305
89;307
90;326
91;316
92;308
93;303
94;309
95;306
96;302
97;332
98;299
99;306
100;328
101;302
102;297
103;297
104;303
105;296
106;304
107;306
108;305
109;304
110;300
111;307
112;303
113;307
114;304
115;294
116;298
117;305
118;301
119;299
120;316
121;313
122;299
123;299
124;316
125;303
126;315
127;310
128;307
129;321
130;297
131;303
132;305
133;300
134;297
135;311
136;296
137;300
138;309
139;295
140;298
141;301
142;299
143;301
144;298
145;299
146;305
147;298
148;296
149;305
150;297
151;293
152;303
153;302
154;309
155;310
156;306
157;300
158;307
159;295
160;301
161;303
162;302
163;303
164;305
165;303
166;320
167;299
168;300
169;309
170;303
171;298
172;301
173;310
174;162
175;325
176;324
177;314
178;304
179;304
180;302
181;309
182;328
183;296
184;320
185;323
186;320
187;302
188;309
189;338
190;324
191;304
192;319
193;314
194;301
195;306
196;302
197;299
198;311
199;311
200;302
201;296
202;307
203;311
204;317
205;296
206;318
207;302
208;317
209;324
210;316
211;307
212;303
213;305
214;306
215;308
216;308
217;301
218;315
219;310
220;309
221;316
222;307
223;303
224;325
225;299
226;314
227;308
228;299
229;319
230;321
231;324
232;300
233;310
234;300
235;308
236;298
237;315
238;328
239;317
240;318
241;297
242;311
243;325
244;308
245;310
246;309
247;296
248;302
249;303
250;306
251;326
252;299
253;311
254;298
255;311
256;296
257;315
258;311
259;296
260;320
261;302
262;309
263;297
264;317
265;306
266;311
267;309
268;304
269;302
270;299
271;312
272;292
273;306
274;295
275;308
276;320
277;299
278;305
279;298
280;306
281;297
282;305
283;308
284;300
285;305
286;310
287;303
288;300
289;315
290;302
291;305
292;317
293;310
294;327
295;305
296;308
297;296
298;306
299;316
300;330
301;296
302;316
303;315
304;319
305;305
306;297
307;319
308;291
309;319
310;295
311;328
312;323
313;332
314;296
315;310
316;314
317;298
318;302
319;309
320;321
321;302
322;326
323;298
324;326
325;305
326;312
327;311
328;295
329;325
330;316
331;305
332;295
333;303
334;313
335;315
336;317
337;295
338;306
339;303
340;319
341;296
342;311
343;308
344;311
345;309
346;313
347;303
348;310
349;330
350;315
351;328
352;323
353;320
354;308
355;342
356;295
357;305
358;310
359;311
360;305
361;321
362;329
363;313
364;331
365;308
366;341
367;300
368;322
369;296
370;327
371;317
372;343
373;296
374;328
375;303
376;302
377;306
378;302
379;308
380;299
381;318
382;315
383;314
384;295
385;315
386;322
387;301
388;318
389;323
390;324
391;299
392;315
393;293
394;330
395;331
396;303
397;297
398;304
399;297
400;302
401;317
402;298
403;306
404;321
405;321
406;298
407;314
408;297
409;321
410;307
411;317
412;304
413;321
414;322
415;295
416;315
417;313
418;311
419;318
420;302
421;313
422;320
423;310
424;323
425;319
426;299
427;326
428;312
429;335
430;319
431;318
432;324
433;314
434;322
435;326
436;303
437;314
438;297
439;313
440;321
441;312
442;324
443;312
444;330
445;311
446;309
447;299
448;304
449;305
450;308
451;314
452;294
453;304
454;311
455;312
456;310
457;310
458;307
459;301
460;304
461;324
462;324
463;299
464;303
465;299
466;304
467;298
468;302
469;303
470;319
471;310
472;332
473;300
474;296
475;345
476;297
477;327
478;299
479;335
480;322
481;314
482;300
483;321
484;306
485;311
486;303
487;305
488;301
489;319
490;324
491;339
492;327
493;313
494;317
495;306
496;312
497;302
498;308
499;333
500;306
501;314
502;303
503;320
